slot,n_samples,w_norm,mu_k_norm,mu_G_norm,centered_norm_mk,"cos(W_k, m_k)",nc3_k
0,12000,11.603324890136719,6.073553562164307,5.851006984710693,1.046229362487793,0.8418623208999634,0.15813767910003662
1,12000,12.497902870178223,5.879277229309082,5.851006984710693,0.9266110062599182,0.8932589292526245,0.10674107074737549
2,12000,12.412348747253418,5.8437819480896,5.851006984710693,0.9201726317405701,0.8668882846832275,0.13311171531677246
3,12000,12.052035331726074,5.7580437660217285,5.851006984710693,0.9468851089477539,0.8691617250442505,0.1308382749557495
4,12000,11.659528732299805,6.1020188331604,5.851006984710693,1.0609078407287598,0.845348596572876,0.15465140342712402
