num_tasks,accuracy,nc1,nc2,nc3,nc3_merged_ref,nc3_max_task,nc4,reached_threshold,epochs_trained
30,0.9919833333333333,0.7412355542182922,0.1328708380460739,0.28498703241348267,0.13669605553150177,0.4818461537361145,0.8594333333333334,True,29
