task_idx,accuracy,num_samples,nc1,nc2,nc3,nc4,isotropy,equinormity
0,0.498,500,"tensor(2.0921, device='cuda:0')",0.5346314311027527,0.3712107837200165,0.608,0.45910969376564026,0.2739507555961609
1,0.52,500,"tensor(3.5836, device='cuda:0')",0.5622721910476685,0.37337276339530945,0.652,0.46221834421157837,0.3201628029346466
2,0.54,500,"tensor(4.7160, device='cuda:0')",0.5496969819068909,0.354172945022583,0.678,0.4596487283706665,0.30147942900657654
