epoch,train_loss,train_acc,test_loss,test_acc,nc1,nc2,nc3,nc4
108,0.14671166628599167,0.9491851851851851,82.70635172526042,0.2,0.0,0.0,0.0,0.0
109,0.05274965648849805,0.9857777777777778,77.76563415527343,0.2,0.0,0.0,0.0,0.0
110,0.016281412802636622,0.9974814814814815,13.182520612080891,0.2,"tensor(28.1479, device='cuda:0')",0.5583773851394653,0.9690410494804382,0.372
111,0.010374851394444704,0.9980740740740741,27.60630874633789,0.2,0.0,0.0,0.0,0.0
112,0.00518604376198103,0.9998518518518519,9.673130989074707,0.21733333333333332,0.0,0.0,0.0,0.0
113,0.002159606082520137,1.0,3.8758074283599853,0.37066666666666664,0.0,0.0,0.0,0.0
114,0.002108403495512903,1.0,7.4306403795878095,0.23733333333333334,0.0,0.0,0.0,0.0
115,0.0021287796925753355,1.0,9.218485514322916,0.20266666666666666,0.0,0.0,0.0,0.0
116,0.001873701474784563,1.0,7.764252217610677,0.204,0.0,0.0,0.0,0.0
117,0.001885450224702557,1.0,8.045043881734212,0.204,0.0,0.0,0.0,0.0
118,0.001968477014452219,1.0,5.454837449391683,0.23466666666666666,0.0,0.0,0.0,0.0
119,0.001989323717231552,1.0,6.836962699890137,0.212,0.0,0.0,0.0,0.0
120,0.0021869800643374523,1.0,2.6848560412724813,0.45066666666666666,"tensor(3.8771, device='cuda:0')",0.4728829562664032,0.23888090252876282,0.5953333333333334
121,0.002090706932358444,1.0,6.395160230000814,0.256,0.0,0.0,0.0,0.0
122,0.0018854529084637761,1.0,6.622588634490967,0.21333333333333335,0.0,0.0,0.0,0.0
123,0.0018386953813023866,1.0,2.7319760799407957,0.3953333333333333,0.0,0.0,0.0,0.0
124,0.0019236335608487328,1.0,7.305307992299398,0.208,0.0,0.0,0.0,0.0
125,0.0018344889596725504,1.0,2.1191760460535685,0.39866666666666667,0.0,0.0,0.0,0.0
126,0.00169648305978626,1.0,1.9889713525772095,0.5193333333333333,0.0,0.0,0.0,0.0
127,0.001781072652277847,1.0,4.746801026662191,0.2613333333333333,0.0,0.0,0.0,0.0
128,0.001705938905167083,1.0,3.785768508911133,0.296,0.0,0.0,0.0,0.0
129,0.001724395677447319,1.0,3.566218598683675,0.332,0.0,0.0,0.0,0.0
130,0.0019851755475004513,0.9998518518518519,4.583258438110351,0.19466666666666665,"tensor(16.1022, device='cuda:0')",0.40653112530708313,0.9512994885444641,0.126
131,1.157666166316097,0.5287407407407407,11.89417610168457,0.2,0.0,0.0,0.0,0.0
132,1.1505494181315103,0.5425185185185185,5.740847460428873,0.2,0.0,0.0,0.0,0.0
133,1.0541563137372334,0.5785185185185185,24.41438128153483,0.2,0.0,0.0,0.0,0.0
134,0.9344035736719767,0.6288888888888889,70.12636922200521,0.2,0.0,0.0,0.0,0.0
135,0.853291749159495,0.6715555555555556,24.68798802693685,0.2,0.0,0.0,0.0,0.0
136,0.7608265082041422,0.7134814814814815,43.190348052978514,0.2,0.0,0.0,0.0,0.0
137,0.6682254346211751,0.7462222222222222,36.30342547098795,0.2,0.0,0.0,0.0,0.0
138,0.609013602733612,0.7694814814814814,10.363238525390624,0.2,0.0,0.0,0.0,0.0
139,0.5442668660481771,0.7924444444444444,8.65017064412435,0.2,0.0,0.0,0.0,0.0
140,0.43745763719081876,0.8346666666666667,7.45881872177124,0.2,"tensor(179.9761, device='cuda:0')",0.03126157820224762,0.9926151633262634,0.31866666666666665
141,0.3979047169288,0.8487407407407408,6.702964496612549,0.2,0.0,0.0,0.0,0.0
142,0.2880332959691683,0.8961481481481481,7.675115648905436,0.2,0.0,0.0,0.0,0.0
143,0.24834822913010915,0.9111111111111111,9.666927337646484,0.2,0.0,0.0,0.0,0.0
144,0.24204267770051957,0.914074074074074,253.38314717610677,0.2,0.0,0.0,0.0,0.0
145,0.21393689940373103,0.9214814814814815,161.00534261067708,0.22066666666666668,0.0,0.0,0.0,0.0
146,0.18136902302503585,0.9345185185185185,8.816943899790447,0.2,0.0,0.0,0.0,0.0
147,0.15781431928277015,0.9422222222222222,11.223444302876791,0.2713333333333333,0.0,0.0,0.0,0.0
148,0.141031248519818,0.9494814814814815,120.08740793863932,0.2,0.0,0.0,0.0,0.0
149,0.13130836700399717,0.9546666666666667,76.3738515218099,0.2,0.0,0.0,0.0,0.0
150,0.08958978327612083,0.9715555555555555,7.903518136342367,0.20466666666666666,"tensor(9.7605, device='cuda:0')",1.0324978828430176,0.7811275720596313,0.3486666666666667
151,0.09008578509092331,0.9708148148148148,35.96376635233561,0.2,0.0,0.0,0.0,0.0
152,0.11799224177996318,0.9585185185185185,27.395874532063804,0.2,0.0,0.0,0.0,0.0
153,0.12407699912786484,0.9558518518518518,68.6770029703776,0.2,0.0,0.0,0.0,0.0
154,0.13329534232616425,0.9505185185185185,18.710155741373697,0.2,0.0,0.0,0.0,0.0
155,0.09153336813052496,0.9691851851851851,23.561694844563803,0.2,0.0,0.0,0.0,0.0
156,0.08771748418609301,0.9700740740740741,111.58207550048829,0.2,0.0,0.0,0.0,0.0
157,0.08960487889746825,0.9677037037037037,6.495732816060384,0.2,0.0,0.0,0.0,0.0
158,0.0805052974820137,0.9745185185185186,9.154118092854818,0.2,0.0,0.0,0.0,0.0
159,0.07000542350113392,0.9783703703703703,89.46811116536459,0.2,0.0,0.0,0.0,0.0
160,0.049002511488894625,0.9835555555555555,5.766646862030029,0.2,"tensor(30.7668, device='cuda:0')",0.0006433280068449676,0.9926435351371765,0.25133333333333335
161,0.08131476074457168,0.9685925925925926,62.52857996622721,0.2,0.0,0.0,0.0,0.0
162,0.1226012434065342,0.957925925925926,49.17693328857422,0.2,0.0,0.0,0.0,0.0
163,0.13455026542147,0.950962962962963,23.456980387369793,0.2,0.0,0.0,0.0,0.0
164,0.14120871980985006,0.9511111111111111,246.6271514892578,0.2,0.0,0.0,0.0,0.0
165,0.09209822321931521,0.9705185185185186,7.367545000712076,0.2,0.0,0.0,0.0,0.0
166,0.041589433575669923,0.9878518518518519,8.192839940388998,0.23066666666666666,0.0,0.0,0.0,0.0
167,0.019006582718963425,0.9965925925925926,63.07706883748372,0.2,0.0,0.0,0.0,0.0
168,0.011687562735751271,0.9983703703703704,7.952442804972331,0.218,0.0,0.0,0.0,0.0
169,0.007361293062567711,0.9989629629629629,7.341835467020671,0.2,0.0,0.0,0.0,0.0
170,0.0035174486227333547,0.9995555555555555,4.068199888865153,0.292,"tensor(8.5254, device='cuda:0')",0.6141960024833679,0.5050859451293945,0.5233333333333333
171,0.002090533388933788,1.0,7.379315153757731,0.2,0.0,0.0,0.0,0.0
172,0.0018925450982836386,1.0,6.284898630777994,0.2,0.0,0.0,0.0,0.0
173,0.0017771883766787748,1.0,6.600246524810791,0.2,0.0,0.0,0.0,0.0
174,0.0018563418036016326,1.0,4.961394500732422,0.21933333333333332,0.0,0.0,0.0,0.0
175,0.0018059709202498198,1.0,3.1143031120300293,0.342,0.0,0.0,0.0,0.0
176,0.0019575538486242294,1.0,4.525147501627604,0.27066666666666667,0.0,0.0,0.0,0.0
177,0.0018819678202271462,1.0,5.2334852854410805,0.22933333333333333,0.0,0.0,0.0,0.0
178,0.0018530246118704477,1.0,2.418376572926839,0.4646666666666667,0.0,0.0,0.0,0.0
179,0.0019160759526615342,1.0,5.2539676030476885,0.202,0.0,0.0,0.0,0.0
180,0.0018834472851206859,1.0,4.843193244934082,0.22,"tensor(10.2149, device='cuda:0')",0.5830600261688232,0.41020527482032776,0.3313333333333333
181,0.0020082003576681016,1.0,5.05674041112264,0.208,0.0,0.0,0.0,0.0
182,0.0019416868329669038,1.0,4.090829181671142,0.254,0.0,0.0,0.0,0.0
183,0.0017463428573682904,1.0,5.4833119710286455,0.2,0.0,0.0,0.0,0.0
184,0.0017828684765845537,1.0,4.295736678441366,0.296,0.0,0.0,0.0,0.0
185,0.0016739633850132425,1.0,5.712317530314127,0.20266666666666666,0.0,0.0,0.0,0.0
186,0.0016985047220562895,1.0,3.971300458908081,0.29,0.0,0.0,0.0,0.0
187,0.001666644470145305,1.0,3.589220968882243,0.30466666666666664,0.0,0.0,0.0,0.0
188,0.001797597543336451,1.0,4.788164552052816,0.21,0.0,0.0,0.0,0.0
189,0.013898179773241282,0.9974814814814815,52.7017209370931,0.2,0.0,0.0,0.0,0.0
190,1.561213649113973,0.2992592592592593,3.4424208323160808,0.2,"tensor(135.6734, device='cuda:0')",0.0027290568687021732,0.9981014132499695,0.2733333333333333
191,1.476403988202413,0.3626666666666667,7.837958304087321,0.2,0.0,0.0,0.0,0.0
192,1.370269276301066,0.4192592592592593,4.66019344329834,0.2,0.0,0.0,0.0,0.0
193,1.3226528962453206,0.4434074074074074,6.76347869237264,0.19933333333333333,0.0,0.0,0.0,0.0
194,1.2436107254028321,0.4918518518518519,2.628892914454142,0.22266666666666668,0.0,0.0,0.0,0.0
195,1.1439289371172587,0.5371851851851852,6.367565409342448,0.2,0.0,0.0,0.0,0.0
196,1.099272579352061,0.556,2.798673327763875,0.2,0.0,0.0,0.0,0.0
197,1.058598837852478,0.5805925925925925,4.147843964894613,0.202,0.0,0.0,0.0,0.0
198,1.0215065177281697,0.5915555555555555,3.548831097284953,0.2,0.0,0.0,0.0,0.0
199,0.9779359300931295,0.6161481481481481,4.344388691584269,0.2,0.0,0.0,0.0,0.0
200,0.9445322076479594,0.6219259259259259,9.35299383799235,0.2,"tensor(37.6119, device='cuda:0')",0.11133970320224762,0.9965801239013672,0.06333333333333334
