task_idx,epoch,train_loss,train_acc,train_eval_loss,train_eval_acc,nc1,nc2,nc3,nc4
1,39,0.00045298697106773035,1.0,0.0001999158006583457,1.0,0.0,0.0,0.0,0.0
1,40,0.0003168098856258439,1.0,0.0001671117822843371,1.0,0.2852018475532532,0.15774060785770416,0.0944284200668335,0.9855
1,41,0.0002914277212767047,1.0,0.00015279268969607075,1.0,0.0,0.0,0.0,0.0
1,42,0.0002471182019871776,1.0,0.00014617891978559782,1.0,0.0,0.0,0.0,0.0
1,43,0.00026599709304719,1.0,0.00013783879061520565,1.0,0.0,0.0,0.0,0.0
1,44,0.000246572652249597,1.0,0.0001333673961198656,1.0,0.0,0.0,0.0,0.0
1,45,0.0002259353055342217,1.0,0.00011825172627141001,1.0,0.27165988087654114,0.15613320469856262,0.0919741541147232,0.9885
1,46,0.00021120966906892135,1.0,0.0001099450304536731,1.0,0.0,0.0,0.0,0.0
1,47,0.0001934633811833919,1.0,0.0001123179279420583,1.0,0.0,0.0,0.0,0.0
1,48,0.0002098804895649664,1.0,9.951110241672723e-05,1.0,0.0,0.0,0.0,0.0
1,49,0.00019931270289816894,1.0,9.148502420430304e-05,1.0,0.0,0.0,0.0,0.0
1,50,0.0001639109061216004,1.0,9.600044757462455e-05,1.0,0.26390156149864197,0.1551215648651123,0.09084304422140121,0.992
2,1,1.3434568572044372,0.4595,9.035734162330627,0.353,0.0,0.0,0.0,0.0
2,2,1.0986025273799895,0.59,7.103602340221405,0.3115,0.0,0.0,0.0,0.0
2,3,0.9381765216588974,0.671,0.8056288152933121,0.717,0.0,0.0,0.0,0.0
2,4,0.7482569475471973,0.7205,1.3825143778324127,0.6565,0.0,0.0,0.0,0.0
2,5,0.675509085804224,0.758,0.8399323919415473,0.696,1.1443288326263428,0.5326048135757446,0.35669955611228943,0.7115
2,6,0.691578676700592,0.7565,0.9758437514305115,0.6715,0.0,0.0,0.0,0.0
2,7,0.7674111217260361,0.7455,1.005496520102024,0.673,0.0,0.0,0.0,0.0
2,8,0.5079797352850437,0.8185,1.8304682755470276,0.6675,0.0,0.0,0.0,0.0
2,9,0.395256989300251,0.8525,0.5109813639521599,0.813,0.0,0.0,0.0,0.0
2,10,0.2302362620458007,0.925,0.19015746332705022,0.951,0.548324704170227,0.3826082944869995,0.23517532646656036,0.894
2,11,0.1592176777869463,0.9435,0.20528170697391032,0.925,0.0,0.0,0.0,0.0
2,12,0.13090256961062552,0.9525,0.7849340546131134,0.767,0.0,0.0,0.0,0.0
2,13,0.10830784525722265,0.961,0.829875018298626,0.786,0.0,0.0,0.0,0.0
2,14,0.0842448560334742,0.9695,2.0325113993883135,0.6785,0.0,0.0,0.0,0.0
2,15,0.04571750802453607,0.9875,0.13856225449591875,0.95,0.376557320356369,0.2755078077316284,0.16007815301418304,0.929
2,16,0.03124510164372623,0.992,0.09633859410881997,0.9635,0.0,0.0,0.0,0.0
2,17,0.01621193957980722,0.9955,0.032514624160248785,0.993,0.0,0.0,0.0,0.0
2,18,0.008485607514739969,0.9985,0.020149074253859,0.994,0.0,0.0,0.0,0.0
2,19,0.012644575056619943,0.9975,0.016747290182393043,0.9965,0.0,0.0,0.0,0.0
2,20,0.004893561620847322,0.9995,0.002311444014776498,1.0,0.251741886138916,0.20604293048381805,0.11296264082193375,0.996
3,1,1.483518384695053,0.4205,3.7666858303546906,0.3015,0.0,0.0,0.0,0.0
3,2,1.281500056385994,0.478,1.4543022352457047,0.4495,0.0,0.0,0.0,0.0
3,3,1.1456504133343697,0.528,1.1250413000583648,0.5425,0.0,0.0,0.0,0.0
3,4,1.0287844035029412,0.5745,1.3233166593313217,0.4965,0.0,0.0,0.0,0.0
3,5,1.0072256779670716,0.6025,1.02395451515913,0.5835,5.5974249839782715,1.1937987804412842,0.6695609092712402,0.585
3,6,0.9534150922298431,0.625,1.2752408689260484,0.5315,0.0,0.0,0.0,0.0
3,7,0.9282751512527466,0.6215,0.9781704187393189,0.6115,0.0,0.0,0.0,0.0
3,8,0.8904089203476906,0.643,0.97600296407938,0.602,0.0,0.0,0.0,0.0
3,9,0.8344540509581566,0.676,1.2006254249811172,0.5485,0.0,0.0,0.0,0.0
3,10,0.775369790494442,0.7085,0.9228496819734573,0.6305,4.193212032318115,0.9101720452308655,0.4595737159252167,0.6485
3,11,0.7009455659985542,0.7205,0.6152613820135593,0.7785,0.0,0.0,0.0,0.0
3,12,0.640835420191288,0.7545,0.6697861060500145,0.7315,0.0,0.0,0.0,0.0
3,13,0.6645795822143554,0.737,1.0159172934293748,0.6575,0.0,0.0,0.0,0.0
3,14,0.5741296565532684,0.776,0.8131189933419227,0.68,0.0,0.0,0.0,0.0
3,15,0.4105475221574306,0.847,0.5468007259070873,0.762,2.8152425289154053,0.596612811088562,0.3086979389190674,0.6985
3,16,0.2931326708942652,0.8975,0.8121937131881714,0.655,0.0,0.0,0.0,0.0
3,17,0.337715605199337,0.8775,0.49577880628407,0.8435,0.0,0.0,0.0,0.0
3,18,0.3507869362831116,0.8645,0.7612989856302739,0.755,0.0,0.0,0.0,0.0
3,19,0.22412871338427068,0.926,0.42248475715517997,0.8355,0.0,0.0,0.0,0.0
3,20,0.25969085201621056,0.9125,0.36360061265528204,0.8925,0.8799768686294556,0.8398001194000244,0.40343815088272095,0.771
3,21,0.20919857311993836,0.93,0.6221076729893684,0.8135,0.0,0.0,0.0,0.0
3,22,0.2571564093977213,0.9085,0.8337875406444073,0.7805,0.0,0.0,0.0,0.0
3,23,0.18728453213348983,0.9395,0.0986308681126684,0.9745,0.0,0.0,0.0,0.0
3,24,0.07543448735494167,0.978,0.039268298000097276,0.9925,0.0,0.0,0.0,0.0
3,25,0.14801456335932017,0.951,0.11713334495201706,0.9605,0.6197685599327087,0.5957317352294922,0.2711620032787323,0.88
3,26,0.10881409030407667,0.9625,0.08971963319927453,0.971,0.0,0.0,0.0,0.0
3,27,0.05294269237667322,0.9835,0.0967901640792843,0.963,0.0,0.0,0.0,0.0
3,28,0.02787711107172072,0.991,0.02303374031558633,0.9945,0.0,0.0,0.0,0.0
3,29,0.12360325281275436,0.96,0.5073063623905182,0.863,0.0,0.0,0.0,0.0
3,30,0.1511065561324358,0.9535,0.133399681057781,0.956,0.607124924659729,0.4158848524093628,0.21634946763515472,0.879
3,31,0.08454285060986877,0.973,0.053749377597123386,0.984,0.0,0.0,0.0,0.0
3,32,0.04920507643371821,0.9835,0.045323907081037756,0.9865,0.0,0.0,0.0,0.0
3,33,0.01623732174281031,0.9955,0.007103258388815448,0.9995,0.0,0.0,0.0,0.0
3,34,0.0307358116179239,0.9915,0.01571867182967253,0.9955,0.0,0.0,0.0,0.0
3,35,0.01687075469060801,0.996,0.02542330475989729,0.9925,0.36701998114585876,0.33871325850486755,0.18089288473129272,0.9505
3,36,0.007681312629720196,0.998,0.0029787722724722698,1.0,0.0,0.0,0.0,0.0
3,37,0.005337975700385868,1.0,0.0016702706925570965,1.0,0.0,0.0,0.0,0.0
3,38,0.0015713540819706395,1.0,0.0006608927140769083,1.0,0.0,0.0,0.0,0.0
3,39,0.0012817123947024812,1.0,0.00046922025314415804,1.0,0.0,0.0,0.0,0.0
3,40,0.0007477432173618582,1.0,0.0003000443061682745,1.0,0.2579314708709717,0.22212794423103333,0.13902734220027924,0.9935
4,1,1.628963504433632,0.342,11.299521412849426,0.203,0.0,0.0,0.0,0.0
4,2,1.3853339457511902,0.479,2.820110272169113,0.2945,0.0,0.0,0.0,0.0
4,3,1.2403915891051291,0.537,1.3737467926740647,0.5075,0.0,0.0,0.0,0.0
4,4,1.0899643617868424,0.5785,1.641746062040329,0.4295,0.0,0.0,0.0,0.0
4,5,0.9660421067476272,0.6185,0.9387034019827842,0.633,2.306971311569214,0.6242406964302063,0.3986779749393463,0.704
4,6,0.9118429517745972,0.6405,1.09008948802948,0.625,0.0,0.0,0.0,0.0
4,7,0.7957716694474221,0.698,1.0134861102700234,0.573,0.0,0.0,0.0,0.0
4,8,0.6757552880048752,0.7605,1.211632396876812,0.6445,0.0,0.0,0.0,0.0
4,9,0.5708350118994713,0.798,0.8639061254262924,0.6655,0.0,0.0,0.0,0.0
4,10,0.39933947548270227,0.859,0.5624131579697133,0.789,0.8954254984855652,0.7521628141403198,0.33348920941352844,0.7695
4,11,0.2656284762918949,0.915,0.20029439195990562,0.952,0.0,0.0,0.0,0.0
4,12,0.23450470246374608,0.918,0.5953403335809707,0.8075,0.0,0.0,0.0,0.0
4,13,0.2267110612243414,0.9185,1.1002535423636437,0.7035,0.0,0.0,0.0,0.0
4,14,0.20510417386889457,0.933,0.4803901471197605,0.846,0.0,0.0,0.0,0.0
4,15,0.14119029998779298,0.9555,0.19661001190543176,0.9195,0.6828818321228027,0.3434765338897705,0.1962118297815323,0.855
4,16,0.0997263385541737,0.9725,0.038741649431176486,0.9945,0.0,0.0,0.0,0.0
4,17,0.04976657895371318,0.985,0.6554749725759029,0.796,0.0,0.0,0.0,0.0
4,18,0.059284831844270226,0.9825,0.1843809746950865,0.946,0.0,0.0,0.0,0.0
4,19,0.03622705589514226,0.9895,0.03692920170724392,0.99,0.0,0.0,0.0,0.0
4,20,0.02317248355364427,0.9955,0.013893364025279879,0.997,0.38868433237075806,0.2869434654712677,0.13128288090229034,0.9595
4,21,0.022145899712340905,0.9925,0.02460854673292488,0.993,0.0,0.0,0.0,0.0
4,22,0.0119590103457449,0.9975,0.061560318279080095,0.976,0.0,0.0,0.0,0.0
4,23,0.0063910782808670775,0.999,0.007393685301067308,0.999,0.0,0.0,0.0,0.0
4,24,0.002649007769941818,1.0,0.0017775084398454054,1.0,0.0,0.0,0.0,0.0
4,25,0.0028656067393603734,1.0,0.0010445961679215543,1.0,0.2987152636051178,0.3022997975349426,0.11736076325178146,0.9805
4,26,0.0027164919242204633,0.999,0.0029113928927108645,1.0,0.0,0.0,0.0,0.0
4,27,0.11432570362929255,0.963,3.1411825358867644,0.619,0.0,0.0,0.0,0.0
4,28,0.13297770212870091,0.9595,0.2739026361703873,0.906,0.0,0.0,0.0,0.0
4,29,0.059928157567046586,0.9805,1.209856573343277,0.7055,0.0,0.0,0.0,0.0
4,30,0.03839406699640677,0.9895,0.29478303987532856,0.908,0.47427353262901306,0.4602833688259125,0.15792979300022125,0.859
4,31,0.022843129890970884,0.9935,0.01098605937208049,0.9975,0.0,0.0,0.0,0.0
4,32,0.0063602021080441775,0.999,0.0019901852041948587,1.0,0.0,0.0,0.0,0.0
4,33,0.0025751605827827005,0.9995,0.02180478996015154,0.994,0.0,0.0,0.0,0.0
4,34,0.00453741403092863,0.9985,0.0461435565399006,0.981,0.0,0.0,0.0,0.0
4,35,0.00276758260501083,0.9995,0.001170936724083731,1.0,0.3077322542667389,0.27247995138168335,0.11435359716415405,0.977
4,36,0.0015999797749100253,0.9995,0.001376945219526533,0.9995,0.0,0.0,0.0,0.0
4,37,0.001002060421742499,1.0,0.00040041144624410665,1.0,0.0,0.0,0.0,0.0
4,38,0.0005747074788814644,1.0,0.0002782410276995506,1.0,0.0,0.0,0.0,0.0
4,39,0.0006238303505961085,1.0,0.0002280033642455237,1.0,0.0,0.0,0.0,0.0
4,40,0.0008513593714087619,1.0,0.00025310060325864467,1.0,0.2731245458126068,0.3019057810306549,0.11687038093805313,0.985
4,41,0.0004389766900567338,1.0,0.00026428900950122627,1.0,0.0,0.0,0.0,0.0
4,42,0.00040144792495993897,1.0,0.00020103307298995787,1.0,0.0,0.0,0.0,0.0
4,43,0.00031331031714216807,1.0,0.00017414347443263977,1.0,0.0,0.0,0.0,0.0
4,44,0.0002635959296458168,1.0,0.00016281250020256266,1.0,0.0,0.0,0.0,0.0
4,45,0.00030614053775934735,1.0,0.00014499898121357547,1.0,0.2526698708534241,0.2707352638244629,0.1084095761179924,0.9875
4,46,0.0002717883779769181,1.0,0.00013270369609017508,1.0,0.0,0.0,0.0,0.0
4,47,0.00023536743839940754,1.0,0.00012750641126331176,1.0,0.0,0.0,0.0,0.0
4,48,0.00026118368365132485,1.0,0.00011805988469859585,1.0,0.0,0.0,0.0,0.0
4,49,0.00025576760210242354,1.0,0.00010487416295291041,1.0,0.0,0.0,0.0,0.0
4,50,0.0002588192381153931,1.0,9.394607792273746e-05,1.0,0.24012897908687592,0.2625040113925934,0.10482855141162872,0.9895
4,51,0.00021293136342137586,1.0,9.386739222463802e-05,1.0,0.0,0.0,0.0,0.0
4,52,0.00018256789415318052,1.0,8.902497180315549e-05,1.0,0.0,0.0,0.0,0.0
4,53,0.00016408448354923166,1.0,8.313709953654325e-05,1.0,0.0,0.0,0.0,0.0
4,54,0.00017774262578313938,1.0,7.883851958467858e-05,1.0,0.0,0.0,0.0,0.0
4,55,0.0001694779662284418,1.0,7.829807695088676e-05,1.0,0.2357904464006424,0.2464892417192459,0.1017945185303688,0.9915
5,1,1.4071108263731003,0.4515,2.914721281528473,0.3495,0.0,0.0,0.0,0.0
5,2,0.989575026333332,0.6485,1.7616809177398682,0.5345,0.0,0.0,0.0,0.0
5,3,0.8218590286374092,0.6905,0.7111142599582672,0.7135,0.0,0.0,0.0,0.0
5,4,0.743521182835102,0.7235,1.048907044529915,0.7435,0.0,0.0,0.0,0.0
5,5,0.7006858119368553,0.7375,0.7024312373995781,0.7205,1.4682291746139526,0.867357611656189,0.397960901260376,0.737
5,6,0.5778891091048718,0.7795,0.7861521536111832,0.7335,0.0,0.0,0.0,0.0
5,7,0.48447325989603995,0.8205,0.8645612993836402,0.718,0.0,0.0,0.0,0.0
5,8,0.47575116366147996,0.8165,0.6980044296383858,0.7795,0.0,0.0,0.0,0.0
5,9,0.43429469972848894,0.8375,0.8985653626918793,0.709,0.0,0.0,0.0,0.0
5,10,0.37474354334175586,0.857,0.3642319116741419,0.866,1.091349482536316,0.4539121389389038,0.28470149636268616,0.8295
5,11,0.2665435899794102,0.8965,0.723743202984333,0.786,0.0,0.0,0.0,0.0
5,12,0.2354874873906374,0.9095,0.6082790569961071,0.7635,0.0,0.0,0.0,0.0
5,13,0.19132977906614543,0.9345,0.3607111869007349,0.848,0.0,0.0,0.0,0.0
5,14,0.15517108768224716,0.953,0.37864108733832835,0.8535,0.0,0.0,0.0,0.0
5,15,0.06934449655935168,0.9735,0.35537999264895914,0.876,0.4439016282558441,0.47509631514549255,0.2352839559316635,0.8435
5,16,0.07234402160160243,0.9735,0.1139973322302103,0.9625,0.0,0.0,0.0,0.0
5,17,0.05274972157087177,0.983,0.1612617763131857,0.952,0.0,0.0,0.0,0.0
5,18,0.0324410335207358,0.9895,0.03555471634026617,0.9915,0.0,0.0,0.0,0.0
5,19,0.12708793088793754,0.957,1.2890797752141951,0.776,0.0,0.0,0.0,0.0
5,20,0.14464837230741978,0.95,0.6731646943092346,0.848,0.7224767208099365,0.5770764946937561,0.28224343061447144,0.7905
5,21,0.10815333692356945,0.9575,0.9017208933830261,0.7995,0.0,0.0,0.0,0.0
5,22,0.044749491387046876,0.985,0.02434382044011727,0.9925,0.0,0.0,0.0,0.0
5,23,0.05915046907495707,0.984,0.12125433152541518,0.964,0.0,0.0,0.0,0.0
5,24,0.05846493691438809,0.9805,0.22549211813136935,0.9345,0.0,0.0,0.0,0.0
5,25,0.12954022040124982,0.9635,0.36616513345390556,0.8925,0.4706594944000244,0.5164459347724915,0.300974577665329,0.848
5,26,0.05324027750873938,0.98,0.1784733821079135,0.932,0.0,0.0,0.0,0.0
5,27,0.016673078213934787,0.997,0.04386351044289768,0.9875,0.0,0.0,0.0,0.0
5,28,0.029668237196165136,0.987,0.016905940214637667,0.995,0.0,0.0,0.0,0.0
5,29,0.11350142774172127,0.9685,0.6837860806286336,0.863,0.0,0.0,0.0,0.0
5,30,0.0671668843133375,0.9775,0.21873791464604436,0.9245,0.3949389159679413,0.2640770971775055,0.17805108428001404,0.8965
5,31,0.039618970372248444,0.988,0.15892502771690487,0.9455,0.0,0.0,0.0,0.0
5,32,0.018535420077387243,0.9945,0.016825973996892573,0.996,0.0,0.0,0.0,0.0
5,33,0.03601269582053646,0.9895,0.011138743655756116,0.998,0.0,0.0,0.0,0.0
5,34,0.010510605976451188,0.9975,0.007105527964304201,0.9985,0.0,0.0,0.0,0.0
5,35,0.007271369041409344,0.998,0.028265387549763547,0.988,0.2967587411403656,0.2509436309337616,0.15799160301685333,0.955
5,36,0.004663813666848,0.9985,0.00478752500610426,1.0,0.0,0.0,0.0,0.0
5,37,0.003843796371947974,0.9995,0.0012523626259644516,1.0,0.0,0.0,0.0,0.0
5,38,0.0016556408688484226,1.0,0.000611628727929201,1.0,0.0,0.0,0.0,0.0
5,39,0.0007862091696733841,1.0,0.00030719426955329256,1.0,0.0,0.0,0.0,0.0
5,40,0.0006672433762287256,1.0,0.0002729315360829787,1.0,0.23676228523254395,0.23175004124641418,0.14248523116111755,0.9875
5,41,0.002087249204487307,0.9995,0.0007574459053284955,1.0,0.0,0.0,0.0,0.0
5,42,0.0009118576255423249,1.0,0.00031213600843329917,1.0,0.0,0.0,0.0,0.0
5,43,0.00043374145760026293,1.0,0.0001921748363020015,1.0,0.0,0.0,0.0,0.0
5,44,0.00036576106402208097,1.0,0.00015776041655044538,1.0,0.0,0.0,0.0,0.0
5,45,0.00039448544397600925,1.0,0.00014205531486368271,1.0,0.23013436794281006,0.2217520773410797,0.13673678040504456,0.9875
5,46,0.00037046319823275553,1.0,0.00013585857854195638,1.0,0.0,0.0,0.0,0.0
5,47,0.0015890010050497948,0.9995,0.0001382428159195115,1.0,0.0,0.0,0.0,0.0
5,48,0.03792415800046001,0.9905,0.07935008453758201,0.977,0.0,0.0,0.0,0.0
5,49,0.02765830992022529,0.993,0.4177208251878619,0.88,0.0,0.0,0.0,0.0
5,50,0.015285741444677115,0.996,0.028140788171440362,0.9925,0.3282674551010132,0.2363145798444748,0.16256554424762726,0.963
5,51,0.004865103319170885,0.999,0.001383258010901045,1.0,0.0,0.0,0.0,0.0
5,52,0.0017194655792263803,1.0,0.000739809038459498,1.0,0.0,0.0,0.0,0.0
5,53,0.0011646346894849558,1.0,0.0003711805388593348,1.0,0.0,0.0,0.0,0.0
5,54,0.0004985323032451561,1.0,0.00022308730338409079,1.0,0.0,0.0,0.0,0.0
5,55,0.0006202799094535294,1.0,0.00015992224856745452,1.0,0.24671609699726105,0.23393777012825012,0.1421293169260025,0.9895
5,56,0.0005670756651670672,1.0,0.0002431364006770309,1.0,0.0,0.0,0.0,0.0
5,57,0.004148054407269228,0.9985,0.0008516797261108877,1.0,0.0,0.0,0.0,0.0
5,58,0.0018880447388801259,1.0,0.0003063137833669316,1.0,0.0,0.0,0.0,0.0
5,59,0.0006380365920631447,1.0,0.0001323067248085863,1.0,0.0,0.0,0.0,0.0
5,60,0.0002701935874938499,1.0,0.00010105884004588006,1.0,0.22924008965492249,0.21062956750392914,0.13341008126735687,0.993
6,1,1.4844774496555329,0.4335,4.764207124710083,0.308,0.0,0.0,0.0,0.0
6,2,1.293977966606617,0.561,1.1824982160329818,0.6065,0.0,0.0,0.0,0.0
6,3,0.9719000685214997,0.648,1.0136954087018966,0.6535,0.0,0.0,0.0,0.0
6,4,0.8637262052297592,0.6815,0.9809945303201676,0.6535,0.0,0.0,0.0,0.0
6,5,0.7487983444333076,0.726,0.9154839351773262,0.684,1.472528100013733,0.42318248748779297,0.33731579780578613,0.7515
6,6,0.750307352244854,0.7295,1.2118217879533768,0.624,0.0,0.0,0.0,0.0
6,7,0.6303167471289635,0.773,0.8966409319639206,0.6915,0.0,0.0,0.0,0.0
6,8,0.5266361255943776,0.803,0.5622604468464851,0.7835,0.0,0.0,0.0,0.0
6,9,0.4944127318263054,0.8155,1.629800671339035,0.636,0.0,0.0,0.0,0.0
6,10,0.36588489294052123,0.865,0.38753466233611106,0.863,0.926282525062561,0.33100488781929016,0.23998236656188965,0.769
6,11,0.26824586786329746,0.9025,0.23395937778055667,0.9205,0.0,0.0,0.0,0.0
6,12,0.22064964596182107,0.9165,0.21103707402944566,0.926,0.0,0.0,0.0,0.0
6,13,0.1529833247512579,0.944,2.283195904493332,0.652,0.0,0.0,0.0,0.0
6,14,0.14006452314555645,0.96,0.2339506806060672,0.928,0.0,0.0,0.0,0.0
6,15,0.06722976390272378,0.984,0.04929856558330357,0.989,0.4434874653816223,0.2961496412754059,0.17718319594860077,0.9225
6,16,0.02880694653838873,0.9955,0.25392152689397335,0.908,0.0,0.0,0.0,0.0
6,17,0.025627142614685,0.9955,0.01670295575633645,0.997,0.0,0.0,0.0,0.0
6,18,0.021671373697463425,0.994,0.06749669860117137,0.9775,0.0,0.0,0.0,0.0
6,19,0.011734111511614173,0.999,0.008490972612053156,0.999,0.0,0.0,0.0,0.0
6,20,0.007004596369224601,0.998,0.009768246719613672,0.998,0.33049583435058594,0.2559652030467987,0.1355259269475937,0.968
6,21,0.0054456220136489715,0.999,0.003299485702882521,1.0,0.0,0.0,0.0,0.0
6,22,0.018164739278145135,0.9945,0.13948897188529372,0.959,0.0,0.0,0.0,0.0
6,23,0.03263198540196754,0.9895,0.10163014970719814,0.9605,0.0,0.0,0.0,0.0
6,24,0.025272326547419652,0.994,0.3464806062728167,0.8995,0.0,0.0,0.0,0.0
6,25,0.033231239775195716,0.9905,0.16499379955232144,0.9415,0.3857714831829071,0.2734774053096771,0.16663014888763428,0.8995
