task_idx,epoch,train_loss,train_acc,test_loss,test_acc,nc1,nc2,nc3,nc4
0,61,0.02837002769112587,0.9933333333333333,11.560502815246583,0.184,0.0,0.0,0.0,0.0
0,62,0.016420724987983703,0.9955555555555555,3.4816353797912596,0.2,0.0,0.0,0.0,0.0
0,63,0.006624753624200821,0.9995555555555555,6.754156398773193,0.2,0.0,0.0,0.0,0.0
0,64,0.0037883626343682406,1.0,5.057045841217041,0.206,0.0,0.0,0.0,0.0
0,65,0.0022048488166183234,1.0,1.6127228736877441,0.63,0.0,0.0,0.0,0.0
0,66,0.0014218082069419324,1.0,2.604725885391235,0.366,0.0,0.0,0.0,0.0
0,67,0.0014718422549776732,1.0,2.5469392776489257,0.464,0.0,0.0,0.0,0.0
0,68,0.0011474076053127646,1.0,2.8151390075683596,0.286,0.0,0.0,0.0,0.0
0,69,0.0013124820264056325,1.0,2.923477363586426,0.224,0.0,0.0,0.0,0.0
0,70,0.0012263991963118316,1.0,2.63961238861084,0.334,"tensor(3.8178, device='cuda:0')",0.4232165515422821,0.6251253485679626,0.424
0,71,0.0013099812413565814,1.0,2.6884127140045164,0.272,0.0,0.0,0.0,0.0
0,72,0.0013294075266458093,1.0,2.8649429798126222,0.286,0.0,0.0,0.0,0.0
0,73,0.0014178547891788185,1.0,2.6721779823303224,0.324,0.0,0.0,0.0,0.0
0,74,0.0012006156682036818,1.0,2.3284053564071656,0.408,0.0,0.0,0.0,0.0
0,75,0.0012148340418934823,1.0,2.573472595214844,0.258,0.0,0.0,0.0,0.0
0,76,0.0012370530795305966,1.0,2.475177192687988,0.334,0.0,0.0,0.0,0.0
0,77,0.0013125638710334898,1.0,2.7063057899475096,0.268,0.0,0.0,0.0,0.0
0,78,0.0012253913213498891,1.0,2.740759754180908,0.25,0.0,0.0,0.0,0.0
0,79,0.0011962559702806174,1.0,2.5122469425201417,0.3,0.0,0.0,0.0,0.0
0,80,0.0013554453244432807,1.0,2.372682785987854,0.336,"tensor(4.2318, device='cuda:0')",0.41941365599632263,0.6292782425880432,0.414
0,81,0.0013893362507224082,1.0,2.5935450077056883,0.252,0.0,0.0,0.0,0.0
0,82,0.0013443927583284675,1.0,2.3848474502563475,0.372,0.0,0.0,0.0,0.0
0,83,0.0012924243696033955,1.0,2.4391709327697755,0.316,0.0,0.0,0.0,0.0
0,84,0.0012227219855412842,1.0,2.279857039451599,0.364,0.0,0.0,0.0,0.0
0,85,0.0011803119839169085,1.0,2.613945484161377,0.236,0.0,0.0,0.0,0.0
0,86,0.0014041774370707571,1.0,2.7401878356933596,0.296,0.0,0.0,0.0,0.0
0,87,0.0014953203941695393,1.0,2.440811014175415,0.352,0.0,0.0,0.0,0.0
0,88,0.001412276995833963,1.0,2.494285821914673,0.28,0.0,0.0,0.0,0.0
0,89,0.0011940957000479103,1.0,2.4788169384002687,0.33,0.0,0.0,0.0,0.0
0,90,0.0012936069210991263,1.0,2.647663688659668,0.242,"tensor(5.2607, device='cuda:0')",0.3511323034763336,0.7534481287002563,0.204
0,91,0.0015897949365898966,1.0,2.5878289222717283,0.284,0.0,0.0,0.0,0.0
0,92,0.0014127152040600776,1.0,2.5347762584686278,0.284,0.0,0.0,0.0,0.0
0,93,0.0014163789572194218,1.0,1.563473629951477,0.568,0.0,0.0,0.0,0.0
0,94,0.0013967817393131553,1.0,2.98523530960083,0.208,0.0,0.0,0.0,0.0
0,95,0.0014617852913215755,1.0,2.4158355712890627,0.326,0.0,0.0,0.0,0.0
0,96,0.0014518635929562152,1.0,2.6743353843688964,0.208,0.0,0.0,0.0,0.0
0,97,0.0013977397885173558,1.0,2.14593026638031,0.426,0.0,0.0,0.0,0.0
0,98,0.00136941832723096,1.0,2.6885354042053224,0.23,0.0,0.0,0.0,0.0
0,99,0.0015035264170728624,1.0,2.4571166038513184,0.266,0.0,0.0,0.0,0.0
0,100,0.0014174592797644436,1.0,2.589762783050537,0.232,"tensor(5.5990, device='cuda:0')",0.323729008436203,0.7723800539970398,0.176
0,101,0.0012008641916327178,1.0,2.773247003555298,0.21,0.0,0.0,0.0,0.0
0,102,0.0011575249093584716,1.0,3.2840904712677004,0.252,0.0,0.0,0.0,0.0
0,103,0.0012065954599529505,1.0,2.5553751945495606,0.26,0.0,0.0,0.0,0.0
0,104,0.0014216808578930795,1.0,2.446857452392578,0.33,0.0,0.0,0.0,0.0
0,105,0.0012931221746839583,1.0,2.1793468475341795,0.404,0.0,0.0,0.0,0.0
0,106,0.0011422948120161892,1.0,2.5812705039978026,0.242,0.0,0.0,0.0,0.0
0,107,0.0012280066148377955,1.0,2.6207597255706787,0.24,0.0,0.0,0.0,0.0
0,108,0.0011572999274358153,1.0,2.680414628982544,0.23,0.0,0.0,0.0,0.0
0,109,0.0010724318446591497,1.0,2.608116102218628,0.274,0.0,0.0,0.0,0.0
0,110,0.0010526463529095054,1.0,2.258393430709839,0.358,"tensor(3.0172, device='cuda:0')",0.4610916078090668,0.5579528212547302,0.464
0,111,0.0009888558858074249,1.0,2.5879594326019286,0.224,0.0,0.0,0.0,0.0
0,112,0.0013253286597318947,1.0,2.462748622894287,0.322,0.0,0.0,0.0,0.0
0,113,0.0013221944100223482,1.0,1.9548045873641968,0.396,0.0,0.0,0.0,0.0
0,114,0.0012308390415273606,1.0,2.342243480682373,0.294,0.0,0.0,0.0,0.0
0,115,0.0011360936192795635,1.0,2.4073411226272583,0.258,0.0,0.0,0.0,0.0
0,116,0.0011365558556281031,1.0,2.5929634094238283,0.288,0.0,0.0,0.0,0.0
0,117,0.0012873193412087857,1.0,2.5469080924987795,0.344,0.0,0.0,0.0,0.0
0,118,0.0013000866770744323,1.0,1.8854013204574585,0.492,0.0,0.0,0.0,0.0
0,119,0.0011789929796941578,1.0,2.177985954284668,0.412,0.0,0.0,0.0,0.0
0,120,0.0009702939097769558,1.0,2.761159324645996,0.216,"tensor(6.4715, device='cuda:0')",0.2923697531223297,0.8225652575492859,0.218
0,121,0.0011033557332120836,1.0,2.8999329090118406,0.2,0.0,0.0,0.0,0.0
0,122,0.0010257799876853824,1.0,2.8583709239959716,0.248,0.0,0.0,0.0,0.0
0,123,0.0011713860277086496,1.0,2.01380832195282,0.456,0.0,0.0,0.0,0.0
0,124,0.12098293693736195,0.9777777777777777,213.27767333984374,0.2,0.0,0.0,0.0,0.0
0,125,1.2752436709403991,0.5084444444444445,59.83079223632812,0.2,0.0,0.0,0.0,0.0
0,126,1.0287535429000854,0.5862222222222222,1.9648197650909425,0.2,0.0,0.0,0.0,0.0
0,127,0.8988680124282837,0.6426666666666667,8.481335067749024,0.2,0.0,0.0,0.0,0.0
0,128,0.8186563515663147,0.6737777777777778,8.807248497009278,0.2,0.0,0.0,0.0,0.0
0,129,0.7804628705978394,0.6991111111111111,5.511416435241699,0.318,0.0,0.0,0.0,0.0
0,130,0.7264756059646607,0.7186666666666667,2.4589775085449217,0.238,"tensor(6.6028, device='cuda:0')",0.46898195147514343,0.7790045142173767,0.254
0,131,0.6716889810562133,0.7355555555555555,7.396668338775635,0.2,0.0,0.0,0.0,0.0
0,132,0.5953044104576111,0.7737777777777778,2.153259539604187,0.2,0.0,0.0,0.0,0.0
0,133,0.5610684728622437,0.7826666666666666,8.844697666168212,0.2,0.0,0.0,0.0,0.0
0,134,0.48236385941505433,0.816,17.528125762939453,0.2,0.0,0.0,0.0,0.0
0,135,0.4304592645168304,0.8368888888888889,23.1465202331543,0.2,0.0,0.0,0.0,0.0
0,136,0.4123906672000885,0.8342222222222222,7.2368989944458,0.2,0.0,0.0,0.0,0.0
0,137,0.40051922559738157,0.8435555555555555,5.515585231781006,0.2,0.0,0.0,0.0,0.0
0,138,0.32316574215888977,0.8773333333333333,18.483061599731446,0.2,0.0,0.0,0.0,0.0
0,139,0.24412817001342774,0.9088888888888889,48.490989685058594,0.2,0.0,0.0,0.0,0.0
0,140,0.19277534663677215,0.928,4.019620323181153,0.2,"tensor(9.2220, device='cuda:0')",0.22079968452453613,0.9667397737503052,0.246
0,141,0.15830194294452668,0.944,7.565158271789551,0.2,0.0,0.0,0.0,0.0
0,142,0.12776635304093362,0.9595555555555556,19.39961051940918,0.2,0.0,0.0,0.0,0.0
0,143,0.11610099986195564,0.9595555555555556,3.919059944152832,0.256,0.0,0.0,0.0,0.0
0,144,0.1174279773235321,0.9555555555555556,5.054576778411866,0.2,0.0,0.0,0.0,0.0
0,145,0.13478608056902885,0.9533333333333334,5.069625949859619,0.2,0.0,0.0,0.0,0.0
0,146,0.12363502264022827,0.9524444444444444,3.5629977703094484,0.206,0.0,0.0,0.0,0.0
0,147,0.12423761203885078,0.9573333333333334,2.6374185562133787,0.252,0.0,0.0,0.0,0.0
0,148,0.07605120658874512,0.9768888888888889,4.789769792556763,0.238,0.0,0.0,0.0,0.0
0,149,0.0702869376540184,0.976,33.42134170532226,0.2,0.0,0.0,0.0,0.0
0,150,0.06469972427934408,0.9773333333333334,19.133280563354493,0.2,"tensor(16.3879, device='cuda:0')",0.07854264974594116,0.9928245544433594,0.108
0,151,0.06017053835093975,0.9804444444444445,11.52083911895752,0.206,0.0,0.0,0.0,0.0
0,152,0.027000397611409425,0.9933333333333333,8.135143756866455,0.202,0.0,0.0,0.0,0.0
0,153,0.014049802282825112,0.9973333333333333,3.3339712619781494,0.164,0.0,0.0,0.0,0.0
0,154,0.006362547944299877,0.9995555555555555,12.416031837463379,0.2,0.0,0.0,0.0,0.0
0,155,0.002655915482901037,1.0,8.187448978424072,0.2,0.0,0.0,0.0,0.0
0,156,0.0020512458262965084,1.0,2.4977198600769044,0.328,0.0,0.0,0.0,0.0
0,157,0.0020021856343373657,1.0,1.7822217226028443,0.564,0.0,0.0,0.0,0.0
0,158,0.0014714177325367928,1.0,3.0958316326141357,0.214,0.0,0.0,0.0,0.0
0,159,0.0012649541278369726,1.0,2.4746407508850097,0.222,0.0,0.0,0.0,0.0
0,160,0.0013863704982213676,1.0,2.4855876207351684,0.34,"tensor(3.8626, device='cuda:0')",0.519662082195282,0.5036185383796692,0.404
0,161,0.0011531056836247445,1.0,2.571283388137817,0.252,0.0,0.0,0.0,0.0
0,162,0.0012974797701463103,1.0,2.402127742767334,0.238,0.0,0.0,0.0,0.0
0,163,0.0010392264230176806,1.0,2.222265625,0.334,0.0,0.0,0.0,0.0
0,164,0.0012996941339224577,1.0,3.2314295291900637,0.232,0.0,0.0,0.0,0.0
0,165,0.001217003099154681,1.0,2.5459912776947022,0.284,0.0,0.0,0.0,0.0
0,166,0.0013290745508857072,1.0,2.1473506689071655,0.218,0.0,0.0,0.0,0.0
0,167,0.0012384177278727292,1.0,2.385515594482422,0.214,0.0,0.0,0.0,0.0
0,168,0.0012138445512391628,1.0,2.3244813442230225,0.268,0.0,0.0,0.0,0.0
0,169,0.00115375985391438,1.0,2.4058266639709474,0.206,0.0,0.0,0.0,0.0
0,170,0.0014462959091179073,1.0,2.199190139770508,0.254,"tensor(7.2130, device='cuda:0')",0.455072820186615,0.7912014126777649,0.13
0,171,0.0013619454950094224,1.0,2.0462564706802366,0.296,0.0,0.0,0.0,0.0
0,172,0.0011723738186992705,1.0,2.355169153213501,0.224,0.0,0.0,0.0,0.0
0,173,0.0012048999080434442,1.0,2.152268171310425,0.324,0.0,0.0,0.0,0.0
0,174,0.0013347939238883555,1.0,2.9345118045806884,0.182,0.0,0.0,0.0,0.0
0,175,0.0012628499302081765,1.0,1.9898055076599122,0.342,0.0,0.0,0.0,0.0
0,176,0.0012643300229683518,1.0,2.0102550983428955,0.244,0.0,0.0,0.0,0.0
0,177,0.001263135029003024,1.0,2.074524474143982,0.228,0.0,0.0,0.0,0.0
0,178,0.0014501815312542021,1.0,2.688508319854736,0.19,0.0,0.0,0.0,0.0
0,179,0.0012288069515489042,1.0,2.1033032894134522,0.238,0.0,0.0,0.0,0.0
0,180,0.0015490075503475963,1.0,2.817870855331421,0.19,"tensor(9.2904, device='cuda:0')",0.4568667709827423,0.8689693808555603,0.136
0,181,0.0013316231197677553,1.0,2.546953725814819,0.192,0.0,0.0,0.0,0.0
0,182,0.0011454575974494219,1.0,2.207810115814209,0.28,0.0,0.0,0.0,0.0
0,183,0.0013326552766375244,1.0,6.003233432769775,0.202,0.0,0.0,0.0,0.0
0,184,0.0012337480555288493,1.0,3.7849173545837402,0.196,0.0,0.0,0.0,0.0
0,185,0.001377746204379946,1.0,2.5085898876190185,0.224,0.0,0.0,0.0,0.0
0,186,0.0012434060033410788,1.0,1.9636831045150758,0.276,0.0,0.0,0.0,0.0
0,187,0.001222809760365635,1.0,3.150441360473633,0.198,0.0,0.0,0.0,0.0
0,188,0.001302678098436445,1.0,2.1324064254760744,0.228,0.0,0.0,0.0,0.0
0,189,0.0012887422111816705,1.0,1.979176926612854,0.29,0.0,0.0,0.0,0.0
0,190,0.0011941784154623747,1.0,2.133912134170532,0.298,"tensor(7.7507, device='cuda:0')",0.4757586419582367,0.6372900009155273,0.272
0,191,0.0012361745443195105,1.0,4.050269031524659,0.202,0.0,0.0,0.0,0.0
0,192,0.001382982956711203,1.0,2.4665849685668944,0.204,0.0,0.0,0.0,0.0
0,193,0.001186491078697145,1.0,2.008354115486145,0.22,0.0,0.0,0.0,0.0
0,194,0.0011820114636793733,1.0,4.519486379623413,0.208,0.0,0.0,0.0,0.0
0,195,0.0012003122037276626,1.0,2.612080764770508,0.184,0.0,0.0,0.0,0.0
0,196,0.0013808409008197486,1.0,2.346926140785217,0.254,0.0,0.0,0.0,0.0
0,197,0.0015971209644339978,1.0,6.830667018890381,0.2,0.0,0.0,0.0,0.0
0,198,0.10425072678364813,0.96,21.522821807861327,0.2,0.0,0.0,0.0,0.0
0,199,0.513303415775299,0.8071111111111111,160.44131469726562,0.2,0.0,0.0,0.0,0.0
0,200,0.47066459894180296,0.8257777777777778,15.698407936096192,0.2,"tensor(14.5545, device='cuda:0')",0.039591122418642044,1.0024330615997314,0.366
1,1,2.875156397819519,0.1991111111111111,3.17630672454834,0.2,0.0,0.0,0.0,0.0
1,2,1.6767706537246705,0.19155555555555556,1.639275860786438,0.2,0.0,0.0,0.0,0.0
1,3,1.640496997833252,0.1968888888888889,1.6177165985107422,0.2,0.0,0.0,0.0,0.0
1,4,1.6269489908218384,0.19866666666666666,1.6218189954757691,0.2,0.0,0.0,0.0,0.0
1,5,1.61938374042511,0.20177777777777778,1.620735263824463,0.2,0.0,0.0,0.0,0.0
1,6,1.6193259048461914,0.19511111111111112,1.6131649732589721,0.2,0.0,0.0,0.0,0.0
1,7,1.6156073379516602,0.1968888888888889,1.6156667709350585,0.2,0.0,0.0,0.0,0.0
1,8,1.6151252508163452,0.20133333333333334,1.6187725067138672,0.2,0.0,0.0,0.0,0.0
1,9,1.6179488039016723,0.18622222222222223,1.6143941640853883,0.2,0.0,0.0,0.0,0.0
1,10,1.6144813632965087,0.19244444444444445,1.6104705333709717,0.2,"tensor(7.5454, device='cuda:0')",0.008157861419022083,0.9731981158256531,0.102
1,11,1.61471200466156,0.20177777777777778,1.6198330163955688,0.2,0.0,0.0,0.0,0.0
1,12,1.6147835540771485,0.196,1.610654616355896,0.2,0.0,0.0,0.0,0.0
1,13,1.6104511880874635,0.192,1.6115755796432496,0.2,0.0,0.0,0.0,0.0
1,14,1.6161032581329347,0.20222222222222222,1.61727876663208,0.2,0.0,0.0,0.0,0.0
1,15,1.6131484842300414,0.19733333333333333,1.611376953125,0.2,0.0,0.0,0.0,0.0
1,16,1.6128426885604858,0.19511111111111112,1.6134591341018676,0.2,0.0,0.0,0.0,0.0
1,17,1.6146687984466552,0.18844444444444444,1.610218381881714,0.2,0.0,0.0,0.0,0.0
1,18,1.611557321548462,0.19466666666666665,1.6107044458389281,0.2,0.0,0.0,0.0,0.0
1,19,1.610876703262329,0.2071111111111111,1.6098450422286987,0.2,0.0,0.0,0.0,0.0
1,20,1.6108417987823487,0.1902222222222222,1.6102778434753418,0.2,"tensor(11.4464, device='cuda:0')",0.014217234216630459,0.9682163596153259,0.288
1,21,1.6121229648590087,0.18888888888888888,1.6106667518615723,0.2,0.0,0.0,0.0,0.0
1,22,1.611561894416809,0.19555555555555557,1.6106670379638672,0.2,0.0,0.0,0.0,0.0
1,23,1.6125746774673462,0.18088888888888888,1.61126389503479,0.2,0.0,0.0,0.0,0.0
1,24,1.6116777324676514,0.20755555555555555,1.6107599258422851,0.2,0.0,0.0,0.0,0.0
1,25,1.612687954902649,0.19733333333333333,1.6105970382690429,0.2,0.0,0.0,0.0,0.0
1,26,1.6116309595108032,0.21155555555555555,1.6090853929519653,0.2,0.0,0.0,0.0,0.0
1,27,1.6100883722305297,0.19777777777777777,1.609704351425171,0.2,0.0,0.0,0.0,0.0
1,28,1.6108288955688477,0.22755555555555557,1.6081968069076538,0.2,0.0,0.0,0.0,0.0
1,29,1.6091402673721313,0.21688888888888888,1.6112860679626464,0.2,0.0,0.0,0.0,0.0
1,30,1.5687936305999757,0.3022222222222222,6.809643840789795,0.2,"tensor(22.4920, device='cuda:0')",0.08678022027015686,1.0212596654891968,0.134
1,31,1.253378653526306,0.45911111111111114,47.21489639282227,0.2,0.0,0.0,0.0,0.0
1,32,1.1307123589515686,0.5142222222222222,37.21444931030273,0.2,0.0,0.0,0.0,0.0
1,33,1.007741801738739,0.5884444444444444,276.9748962402344,0.2,0.0,0.0,0.0,0.0
1,34,0.9048651218414306,0.6395555555555555,20.970732116699217,0.2,0.0,0.0,0.0,0.0
1,35,0.8105081295967103,0.6675555555555556,10.115615272521973,0.19,0.0,0.0,0.0,0.0
1,36,0.8219846487045288,0.6671111111111111,14.363530921936036,0.2,0.0,0.0,0.0,0.0
1,37,0.7984779572486878,0.6657777777777778,51.941148376464845,0.2,0.0,0.0,0.0,0.0
1,38,0.7815423774719238,0.6906666666666667,13.602214431762695,0.2,0.0,0.0,0.0,0.0
1,39,0.7348997497558594,0.7044444444444444,66.54106903076172,0.2,0.0,0.0,0.0,0.0
1,40,0.7106288862228394,0.7226666666666667,9.163685607910157,0.2,"tensor(6.8907, device='cuda:0')",0.148969367146492,0.9694162607192993,0.246
1,41,0.7177186417579651,0.7226666666666667,94.49585876464843,0.2,0.0,0.0,0.0,0.0
1,42,0.6782153773307801,0.732,13.212979698181153,0.2,0.0,0.0,0.0,0.0
1,43,0.6590811431407928,0.7417777777777778,25.959970474243164,0.2,0.0,0.0,0.0,0.0
1,44,0.6148245549201965,0.7586666666666667,5.687308597564697,0.186,0.0,0.0,0.0,0.0
1,45,0.6039364528656006,0.7653333333333333,51.31193542480469,0.2,0.0,0.0,0.0,0.0
1,46,0.5610347068309784,0.7808888888888889,5.940270805358887,0.2,0.0,0.0,0.0,0.0
1,47,0.5294881725311279,0.7915555555555556,102.3916000366211,0.2,0.0,0.0,0.0,0.0
1,48,0.5141657841205597,0.7986666666666666,9.997480392456055,0.2,0.0,0.0,0.0,0.0
1,49,0.455987241268158,0.8244444444444444,14.75399284362793,0.2,0.0,0.0,0.0,0.0
1,50,0.359993656873703,0.8604444444444445,8.26107053756714,0.2,"tensor(5.9030, device='cuda:0')",0.10319805890321732,0.9753060340881348,0.212
1,51,0.3278146278858185,0.8746666666666667,28.06114730834961,0.2,0.0,0.0,0.0,0.0
1,52,0.3096633285284042,0.8893333333333333,19.565724182128907,0.16,0.0,0.0,0.0,0.0
1,53,0.24194542646408082,0.9146666666666666,12.484762954711915,0.2,0.0,0.0,0.0,0.0
1,54,0.19171850115060807,0.9333333333333333,52.0611572265625,0.2,0.0,0.0,0.0,0.0
1,55,0.16225481599569322,0.9422222222222222,361.9802001953125,0.2,0.0,0.0,0.0,0.0
1,56,0.11416856929659844,0.9631111111111111,15.35725440979004,0.2,0.0,0.0,0.0,0.0
1,57,0.08362793639302253,0.9733333333333334,8.885332679748535,0.2,0.0,0.0,0.0,0.0
1,58,0.08192661561071873,0.9742222222222222,8.119352340698242,0.2,0.0,0.0,0.0,0.0
1,59,0.0979627799987793,0.9684444444444444,6.201918888092041,0.294,0.0,0.0,0.0,0.0
1,60,0.08912408173084259,0.9693333333333334,96.46635589599609,0.2,"tensor(8.9192, device='cuda:0')",0.1875205636024475,0.9925519824028015,0.226
1,61,0.10115181528031826,0.9653333333333334,8.469744300842285,0.2,0.0,0.0,0.0,0.0
1,62,0.07683521136641502,0.9742222222222222,52.6306510925293,0.2,0.0,0.0,0.0,0.0
1,63,0.03717703524976969,0.9906666666666667,11.187423133850098,0.2,0.0,0.0,0.0,0.0
1,64,0.048388180695474146,0.9848888888888889,11.326023483276368,0.2,0.0,0.0,0.0,0.0
1,65,0.031327262818813324,0.992,54.46690216064453,0.2,0.0,0.0,0.0,0.0
1,66,0.019814625158905984,0.9946666666666667,6.3101935386657715,0.316,0.0,0.0,0.0,0.0
1,67,0.007328060055151582,0.9995555555555555,8.649431705474854,0.33,0.0,0.0,0.0,0.0
1,68,0.0034283006424084307,0.9995555555555555,17.54487762451172,0.2,0.0,0.0,0.0,0.0
1,69,0.001844518252182752,1.0,6.615177917480469,0.322,0.0,0.0,0.0,0.0
1,70,0.0014787171361967922,1.0,5.645309162139893,0.376,"tensor(5.6075, device='cuda:0')",0.7483410239219666,0.5830564498901367,0.48
1,71,0.0011475265328772365,1.0,6.265362167358399,0.346,0.0,0.0,0.0,0.0
1,72,0.001213276539929211,1.0,6.061316871643067,0.362,0.0,0.0,0.0,0.0
